39,5,77516,12,13,0,1,1,0,0,2174,0,40,0,0,0,0
50,3,83311,12,13,1,4,0,0,0,0,0,13,0,0,0,0
38,1,215646,8,9,0,6,1,0,0,0,0,40,0,0,0,0
53,1,234721,6,7,1,6,0,1,0,0,0,40,0,0,0,0
28,1,338409,12,13,1,10,5,1,1,0,0,40,4,0,0,1
37,1,284582,13,14,1,4,5,0,1,0,0,40,0,0,0,0
49,1,160187,4,5,1,8,1,1,1,0,0,16,4,0,0,0
52,3,209642,8,9,1,4,0,0,0,0,0,45,0,1,0,0
31,1,45781,13,14,0,10,1,0,1,14084,0,50,0,1,0,1
42,1,159449,12,13,1,4,0,0,0,5178,0,40,0,1,0,0
37,1,280464,9,10,1,4,0,1,0,0,0,80,0,1,0,0
30,5,141297,12,13,1,10,0,1,0,0,0,40,3,1,0,1
23,1,122272,12,13,0,1,3,0,1,0,0,30,0,0,0,1
32,1,205019,11,12,0,12,1,1,0,0,0,50,0,0,0,1
40,1,121772,10,11,1,3,0,1,0,0,0,40,5,1,0,0
34,1,245487,3,4,1,14,0,1,0,0,0,45,4,0,0,1
25,3,176756,8,9,0,5,3,0,0,0,0,35,0,0,0,1
32,1,186824,8,9,0,7,6,0,0,0,0,40,0,0,0,1
38,1,28887,6,7,1,12,0,0,0,0,0,50,0,0,0,0
43,3,292175,13,14,0,4,6,0,1,0,0,45,0,1,0,0
40,1,193524,15,16,1,10,0,0,0,0,0,60,0,1,0,0
54,1,302146,8,9,0,8,6,1,1,0,0,20,0,0,0,0
35,6,76845,4,5,1,5,0,1,0,0,0,40,0,0,0,0
43,1,117037,6,7,1,14,0,0,0,0,2042,40,0,0,0,0
59,1,109015,8,9,0,13,6,0,1,0,0,40,0,0,0,0
56,4,216851,12,13,1,13,0,0,0,0,0,40,0,1,0,0
19,1,168294,8,9,0,3,3,0,0,0,0,40,0,0,0,1
54,0,180211,9,10,1,0,0,1,0,0,0,60,3,1,0,0
39,1,367260,8,9,0,4,1,0,0,0,0,80,0,0,0,0
49,1,193366,8,9,1,3,0,0,0,0,0,40,0,0,0,0
23,4,190709,11,12,0,11,1,0,0,0,0,52,0,0,0,1
20,1,266015,9,10,0,12,3,1,0,0,0,44,0,0,0,1
45,1,386940,12,13,0,4,3,0,0,0,1408,40,0,0,0,0
30,6,59951,9,10,1,1,3,0,0,0,0,40,0,0,0,1
22,5,311512,9,10,1,8,0,1,0,0,0,15,0,0,0,1
48,1,242406,6,7,0,7,6,0,0,0,0,40,2,0,0,0
21,1,197200,9,10,0,7,3,0,0,0,0,40,0,0,0,1
19,1,544091,8,9,1,1,5,0,1,0,0,25,0,0,0,1
31,1,84154,9,10,1,12,0,0,0,0,0,38,5,1,0,1
48,3,265477,11,12,1,10,0,0,0,0,0,40,0,0,0,0
31,1,507875,4,5,1,7,0,0,0,0,0,43,0,0,0,1
53,3,88506,12,13,1,10,0,0,0,0,0,40,0,0,0,0
24,1,172987,12,13,1,13,0,0,0,0,0,50,0,0,0,1
49,1,94638,8,9,0,1,6,0,1,0,0,40,0,0,0,0
25,1,289980,8,9,0,6,1,0,0,0,0,35,0,0,0,1
57,6,337895,12,13,1,10,0,1,0,0,0,40,0,1,0,0
53,1,144361,8,9,1,7,0,0,0,0,0,38,0,0,0,0
44,1,128354,13,14,0,4,6,0,1,0,0,40,0,0,0,0
41,5,101603,10,11,1,3,0,0,0,0,0,40,0,0,0,0
29,1,271466,10,11,0,10,1,0,0,0,0,43,0,0,0,1
25,1,32275,9,10,1,4,5,1,1,0,0,40,0,0,0,1
18,1,226956,8,9,0,8,3,0,1,0,0,30,5,0,0,1
47,1,51835,14,15,1,10,5,0,1,0,1902,60,4,1,0,0
50,6,251585,12,13,0,4,1,0,0,0,0,55,0,1,0,0
47,2,109832,8,9,0,4,1,0,0,0,0,60,0,0,0,0
43,1,237993,9,10,1,13,0,0,0,0,0,40,0,1,0,0
46,1,216666,2,3,1,7,0,0,0,0,0,40,4,0,0,0
35,1,56352,10,11,1,8,0,0,0,0,0,40,2,0,0,0
41,1,147372,8,9,1,1,0,0,0,0,0,48,0,0,0,0
30,1,188146,8,9,1,7,0,0,0,5013,0,40,0,0,0,1
30,1,59496,12,13,1,12,0,0,0,2407,0,40,0,0,0,1
32,0,293936,3,4,1,0,1,0,0,0,0,40,5,0,0,1
48,1,149640,8,9,1,14,0,0,0,0,0,40,0,0,0,0
42,1,116632,15,16,1,10,0,0,0,0,0,45,0,1,0,0
29,1,105598,9,10,0,13,1,0,0,0,0,58,0,0,0,1
36,1,155537,8,9,1,3,0,0,0,0,0,40,0,0,0,0
28,1,183175,9,10,0,1,1,0,1,0,0,40,0,0,0,1
53,1,169846,8,9,1,1,5,0,1,0,0,40,0,1,0,0
49,2,191681,9,10,1,4,0,0,0,0,0,50,0,1,0,0
25,0,200681,9,10,0,0,3,0,0,0,0,40,0,0,0,1
19,1,101509,9,10,0,10,3,0,0,0,0,32,0,0,0,1
31,1,309974,12,13,0,12,3,1,1,0,0,40,0,0,0,1
29,3,162298,12,13,1,12,0,0,0,0,0,70,0,1,0,1
23,1,211678,9,10,0,7,1,0,0,0,0,40,0,0,0,1
79,1,124744,9,10,1,10,2,0,0,0,0,20,0,0,1,0
27,1,213921,8,9,0,8,3,0,0,0,0,40,4,0,0,1
40,1,32214,11,12,1,1,0,0,0,0,0,40,0,0,0,0
67,0,212759,5,6,1,0,0,0,0,0,0,2,0,0,1,0
18,1,309634,6,7,0,8,3,0,1,0,0,22,0,0,0,1
31,4,125927,3,4,1,5,0,0,0,0,0,40,0,0,0,1
18,1,446839,8,9,0,12,1,0,0,0,0,30,0,0,0,1
52,1,276515,12,13,1,8,0,0,0,0,0,40,4,0,0,0
46,1,51618,8,9,1,8,5,0,1,0,0,40,0,0,0,0
59,1,159937,8,9,1,12,0,0,0,0,0,48,0,0,0,0
44,1,343591,8,9,0,3,1,0,1,14344,0,40,0,1,0,0
53,1,346253,8,9,0,12,3,0,1,0,0,35,0,0,0,0
49,4,268234,8,9,1,11,0,0,0,0,0,40,0,1,0,0
33,1,202051,13,14,1,10,0,0,0,0,0,50,0,0,0,1
30,1,54334,4,5,0,12,1,0,0,0,0,40,0,0,0,1
43,6,410867,15,16,0,10,1,0,1,0,0,50,0,1,0,0
57,1,249977,10,11,1,10,0,0,0,0,0,40,0,0,0,0
37,1,286730,9,10,0,3,6,0,1,0,0,40,0,0,0,0
28,1,212563,9,10,0,7,6,1,1,0,0,25,0,0,0,1
30,1,117747,8,9,1,12,5,1,1,0,1573,35,5,0,0,1
34,4,226296,12,13,1,11,0,0,0,0,0,40,0,1,0,1
29,4,115585,9,10,0,6,1,0,0,0,0,50,0,0,0,1
48,3,191277,15,16,1,10,0,0,0,0,1902,60,0,1,0,0
37,1,202683,9,10,1,12,0,0,0,0,0,48,0,1,0,0
48,1,171095,11,12,0,4,6,0,1,0,0,40,1,0,0,0
32,6,249409,8,9,0,8,3,1,0,0,0,40,0,0,0,1
76,1,124191,13,14,1,4,0,0,0,0,0,40,0,1,1,0
44,1,198282,12,13,1,4,0,0,0,15024,0,60,0,1,0,0
47,3,149116,13,14,0,10,1,0,1,0,0,50,0,0,0,0
20,1,188300,9,10,0,13,3,0,1,0,0,40,0,0,0,1
29,1,103432,8,9,0,3,1,0,0,0,0,40,0,0,0,1
32,2,317660,8,9,1,3,0,0,0,7688,0,40,0,1,0,1
17,0,304873,5,6,0,0,3,0,1,34095,0,32,0,0,0,1
30,1,194901,6,7,0,6,3,0,0,0,0,40,0,0,0,1
31,4,189265,8,9,0,1,1,0,1,0,0,40,0,0,0,1
42,1,124692,8,9,1,6,0,0,0,0,0,40,0,0,0,0
24,1,432376,12,13,0,12,2,0,0,0,0,40,0,0,0,1
38,1,65324,14,15,1,10,0,0,0,0,0,40,0,1,0,0
56,3,335605,8,9,1,8,0,0,0,0,1887,50,0,1,0,0
28,1,377869,9,10,1,12,5,0,1,4064,0,25,0,0,0,1
36,1,102864,8,9,0,7,3,0,1,0,0,40,0,0,0,0
53,1,95647,4,5,1,6,0,0,0,0,0,50,0,0,0,0
56,2,303090,9,10,1,12,0,0,0,0,0,50,0,0,0,0
49,4,197371,10,11,1,3,0,1,0,0,0,40,0,1,0,0
55,1,247552,9,10,1,12,0,0,0,0,0,56,0,0,0,0
22,1,102632,8,9,0,3,1,0,0,0,0,41,0,0,0,1
21,1,199915,9,10,0,8,3,0,1,0,0,40,0,0,0,1
40,1,118853,12,13,1,4,0,0,0,0,0,60,0,0,0,0
30,1,77143,12,13,0,4,3,1,0,0,0,40,1,0,0,1
29,5,267989,12,13,1,10,0,0,0,0,0,50,0,1,0,1
19,1,301606,9,10,0,8,3,1,0,0,0,35,0,0,0,1
47,1,287828,12,13,1,4,5,0,1,0,0,40,0,1,0,0
20,1,111697,9,10,0,1,3,0,1,0,1719,28,0,0,0,1
31,1,114937,11,12,1,1,0,0,0,0,0,40,0,1,0,1
35,0,129305,8,9,1,0,0,0,0,0,0,40,0,0,0,0
39,1,365739,9,10,0,3,1,0,0,0,0,40,0,0,0,0
28,1,69621,11,12,0,12,1,0,1,0,0,60,0,0,0,1
24,1,43323,8,9,0,8,1,0,1,0,1762,40,0,0,0,1
38,3,120985,8,9,1,3,0,0,0,4386,0,35,0,0,0,0
37,1,254202,12,13,1,12,0,0,0,0,0,50,0,0,0,0
46,1,146195,11,12,0,13,1,1,1,0,0,36,0,0,0,0
38,6,125933,13,14,1,10,0,0,0,0,0,40,3,1,0,0
43,3,56920,8,9,1,3,0,0,0,0,0,60,0,0,0,0
27,1,163127,10,11,1,1,5,0,1,0,0,35,0,0,0,1
20,1,34310,9,10,0,12,3,0,0,0,0,20,0,0,0,1
49,1,81973,9,10,1,3,0,1,0,0,0,40,0,1,0,0
61,2,66614,8,9,1,3,0,0,0,0,0,40,0,0,1,0
27,1,232782,9,10,0,12,3,0,1,0,0,40,0,0,0,1
19,1,316868,9,10,0,8,3,0,0,0,0,30,4,0,0,1
45,1,196584,10,11,0,10,1,0,1,0,1564,40,0,1,0,0
70,1,105376,9,10,0,13,2,0,0,0,0,40,0,0,1,0
31,1,185814,8,9,0,14,6,1,1,0,0,30,0,0,0,1
22,1,175374,9,10,1,8,0,0,0,0,0,24,0,0,0,1
36,1,108293,8,9,0,8,6,0,1,0,0,24,0,0,0,0
64,1,181232,6,7,1,3,0,0,0,0,2179,40,0,0,1,0
43,0,174662,9,10,0,0,1,0,1,0,0,40,0,0,0,0
47,4,186009,9,10,0,1,6,0,1,0,0,38,4,0,0,0
34,1,198183,8,9,0,1,1,0,1,0,0,40,0,0,0,1
33,1,163003,12,13,0,4,2,1,1,0,0,40,3,0,0,1
21,1,296158,8,9,0,3,3,0,0,0,0,35,0,0,0,1
52,0,252903,8,9,0,0,1,0,0,0,0,45,0,1,0,0
48,1,187715,8,9,1,3,0,0,0,0,0,46,0,0,0,0
23,1,214542,12,13,0,6,1,0,0,0,0,40,0,0,0,1
71,3,494223,9,10,0,12,6,1,0,0,1816,2,0,0,1,0
29,1,191535,8,9,0,3,1,0,0,0,0,60,0,0,0,1
42,1,228456,12,13,0,8,2,1,0,0,0,50,0,0,0,0
68,0,38317,1,2,0,0,1,0,1,0,0,20,0,0,1,0
25,1,252752,8,9,0,8,6,0,1,0,0,40,0,0,0,1
44,2,78374,13,14,0,4,6,1,1,0,0,40,0,0,0,0
28,1,88419,8,9,0,4,1,1,1,0,0,40,1,0,0,1
45,3,201080,13,14,1,12,0,0,0,0,0,40,0,1,0,0
36,1,207157,9,10,0,8,6,0,1,0,0,40,4,0,0,0
39,6,235485,11,12,0,4,1,0,0,0,0,42,0,0,0,0
46,5,102628,13,14,0,11,6,0,0,0,0,40,0,0,0,0
18,1,25828,6,7,0,6,3,0,0,0,0,16,0,0,0,1
66,4,54826,10,11,0,10,1,0,1,0,0,20,0,0,1,0
27,1,124953,8,9,0,8,1,0,0,0,1980,40,0,0,0,1
28,5,175325,8,9,1,11,0,0,0,0,0,40,0,0,0,1
51,1,96062,9,10,1,12,0,0,0,0,1977,40,0,1,0,0
27,1,428030,12,13,0,3,1,0,0,0,0,50,0,0,0,1
28,5,149624,12,13,1,10,0,0,0,0,0,40,0,1,0,1
27,1,253814,8,9,1,12,6,0,1,0,0,25,0,0,0,1
21,1,312956,8,9,0,3,3,1,0,0,0,40,0,0,0,1
34,1,483777,8,9,0,6,1,1,0,0,0,40,0,0,0,1
18,1,183930,8,9,0,8,3,0,0,0,0,12,0,0,0,1
33,1,37274,12,13,1,10,0,0,0,0,0,65,0,0,0,1
44,4,181344,9,10,1,4,0,1,0,0,0,38,0,1,0,0
43,1,114580,9,10,0,1,1,0,1,0,0,40,0,0,0,0
30,1,633742,9,10,0,3,1,1,0,0,0,45,0,0,0,1
40,1,286370,3,4,1,7,0,0,0,0,0,40,4,1,0,0
37,6,29054,9,10,1,1,0,0,0,0,0,42,0,1,0,0
34,1,304030,8,9,1,1,0,1,0,0,0,40,0,0,0,1
41,3,143129,12,13,0,4,1,0,1,0,0,40,0,0,0,0
53,0,135105,12,13,0,0,1,0,1,0,0,50,0,0,0,0
31,1,99928,13,14,1,10,5,0,1,0,0,50,0,0,0,1
58,5,109567,15,16,1,10,0,0,0,0,0,1,0,1,0,0
38,1,155222,9,10,0,7,1,1,1,0,0,28,0,0,0,0
24,1,159567,9,10,1,7,0,0,0,0,0,40,0,0,0,1
41,4,523910,12,13,1,3,0,1,0,0,0,40,0,0,0,0
47,1,120939,9,10,1,13,0,0,0,0,0,45,0,0,0,0
41,6,130760,12,13,1,13,0,0,0,0,0,24,0,0,0,0
23,1,197387,2,3,1,14,2,0,0,0,0,40,4,0,0,1
36,1,99374,9,10,0,3,1,0,0,0,0,40,0,0,0,0
40,6,56795,13,14,0,4,1,0,1,14084,0,55,0,1,0,0
35,1,138992,13,14,1,10,2,0,0,7298,0,40,0,1,0,0
24,3,32921,8,9,0,12,1,0,0,0,0,40,0,0,0,1
26,1,397317,13,14,0,10,1,0,1,0,1876,40,0,0,0,1
19,0,170653,8,9,0,0,3,0,0,0,0,40,1,0,0,1
51,1,259323,12,13,1,4,0,0,0,0,0,50,0,1,0,0
42,4,254817,9,10,0,10,1,0,1,0,1340,40,0,0,0,0
37,5,48211,8,9,0,1,6,0,1,0,0,35,0,0,0,0
18,1,140164,6,7,0,12,3,0,1,0,0,40,0,0,0,1
36,1,128757,12,13,1,8,0,1,0,7298,0,36,0,1,0,0
35,1,36270,8,9,0,3,1,0,0,0,0,60,0,0,0,0
58,2,210563,8,9,1,12,5,0,1,15024,0,35,0,1,0,0
17,1,65368,6,7,0,12,3,0,1,0,0,12,0,0,0,1
44,4,160943,8,9,1,14,0,1,0,0,0,40,0,0,0,0
37,1,208358,8,9,1,3,0,0,0,0,0,40,0,1,0,0
35,1,153790,9,10,0,12,1,1,1,0,0,40,0,0,0,0
60,1,85815,8,9,1,3,0,1,0,0,0,40,0,0,1,0
54,2,125417,3,4,1,7,0,0,0,0,0,40,0,1,0,0
37,1,635913,12,13,0,4,1,1,0,0,0,60,0,1,0,0
50,1,313321,11,12,0,12,1,0,1,0,0,40,0,0,0,0
38,1,182609,12,13,1,12,0,0,0,0,0,50,1,0,0,0
45,1,109434,12,13,1,10,0,0,0,0,0,55,0,0,0,0
25,1,255004,5,6,0,3,1,0,0,0,0,40,0,0,0,1
31,1,197860,9,10,1,6,0,0,0,0,0,40,0,0,0,1
64,0,187656,1,2,0,0,1,0,0,0,0,40,0,0,1,0
90,1,51744,8,9,0,8,1,1,0,0,2206,40,0,0,1,0
54,1,176681,8,9,1,1,0,1,0,0,0,20,0,0,0,0
53,4,140359,0,1,0,7,1,0,1,0,0,35,0,0,0,0
18,1,243313,8,9,0,12,3,0,1,0,0,40,0,0,0,1
60,0,24215,5,6,0,0,1,1,1,0,0,10,0,0,1,0
66,3,167687,8,9,1,5,0,0,0,1409,0,50,0,0,1,0
75,1,314209,10,11,0,1,1,0,1,0,0,20,4,0,1,0
65,1,176796,8,9,0,1,1,0,1,0,0,40,0,0,1,0
35,1,538583,6,7,0,14,1,1,0,3674,0,40,0,0,0,0
41,1,130408,8,9,0,12,6,1,1,0,0,38,0,0,0,0
25,1,159732,9,10,0,1,1,0,0,0,0,42,0,0,0,1
33,1,110978,9,10,0,3,2,1,1,0,0,40,0,0,0,1
28,1,76714,14,15,0,10,1,0,0,0,0,55,0,1,0,1
59,5,268700,8,9,1,8,0,0,0,0,0,40,0,0,0,0
40,5,170525,9,10,0,1,1,0,1,0,0,38,0,0,0,0
41,1,180138,12,13,1,4,0,0,0,0,0,50,3,1,0,0
38,4,115076,13,14,1,4,0,0,0,0,0,70,0,1,0,0
23,1,115458,8,9,0,14,3,0,0,0,0,40,0,0,0,1
40,1,347890,12,13,1,10,0,0,0,0,0,40,0,1,0,0
41,3,196001,8,9,1,8,5,0,1,0,0,20,0,0,0,0
24,5,273905,11,12,1,11,0,0,0,0,0,50,0,0,0,1
20,0,119156,9,10,0,0,3,0,0,0,0,20,0,0,0,1
38,1,179488,9,10,0,3,1,0,0,0,1741,40,0,0,0,0
56,1,203580,8,9,1,1,0,0,0,0,0,35,5,0,0,0
58,1,236596,8,9,1,1,0,0,0,0,0,45,0,1,0,0
32,1,183916,8,9,0,8,1,0,1,0,0,34,0,0,0,1
40,1,207578,11,12,1,13,0,0,0,0,1977,60,0,1,0,0
45,1,153141,8,9,1,1,0,0,0,0,0,40,5,0,0,0
41,1,112763,14,15,1,10,5,0,1,0,0,40,0,1,0,0
42,1,390781,12,13,1,1,5,1,1,0,0,40,0,0,0,0
59,4,171328,5,6,0,8,6,1,1,0,0,30,0,0,0,0
19,4,27382,9,10,0,1,3,0,0,0,0,40,0,0,0,1
58,1,259014,9,10,0,14,1,0,0,0,0,20,0,0,0,0
42,3,303044,8,9,1,5,0,1,0,0,0,40,3,1,0,0
20,1,117789,8,9,0,8,3,0,1,0,0,40,0,0,0,1
32,1,172579,8,9,0,8,1,0,1,0,0,30,0,0,0,1
45,1,187666,10,11,0,4,1,0,1,0,0,45,0,0,0,0
50,1,204518,3,4,0,3,1,0,0,0,0,40,0,0,0,0
36,1,150042,12,13,0,10,3,0,1,0,0,40,0,0,0,0
45,1,98092,8,9,1,12,0,0,0,0,0,60,0,0,0,0
17,1,245918,6,7,0,8,3,0,0,0,0,12,0,0,0,1
59,1,146013,9,10,1,12,0,0,0,4064,0,40,0,0,0,0
26,1,378322,6,7,1,3,0,0,0,0,0,40,0,0,0,1
37,2,257295,9,10,1,4,0,1,0,0,0,75,3,1,0,0
19,0,218956,9,10,0,0,3,0,0,0,0,24,0,0,0,1
64,1,21174,8,9,1,4,0,0,0,0,0,40,0,1,1,0
33,1,185480,12,13,0,10,1,0,1,0,0,45,0,0,0,1
33,1,222205,8,9,1,3,5,0,1,0,0,40,0,1,0,1
61,1,69867,8,9,1,4,0,0,0,0,0,40,0,1,1,0
17,1,191260,4,5,0,8,3,0,0,1055,0,24,0,0,0,1
50,3,30653,13,14,1,5,0,0,0,2407,0,98,0,0,0,0
27,4,209109,13,14,0,10,3,0,0,0,0,35,0,0,0,1
30,1,70377,8,9,0,10,3,0,1,0,0,40,0,0,0,1
43,1,477983,8,9,1,6,0,1,0,0,0,40,0,0,0,0
44,1,170924,9,10,1,3,0,0,0,7298,0,40,0,1,0,0
35,1,190174,9,10,0,4,1,0,1,0,0,40,0,0,0,0
25,1,193787,9,10,0,13,3,0,1,0,0,40,0,0,0,1
24,1,279472,9,10,1,7,5,0,1,7298,0,48,0,1,0,1
22,1,34918,12,13,0,10,1,0,1,0,0,15,1,0,0,1
42,4,97688,9,10,1,3,0,0,0,5178,0,40,0,1,0,0
34,1,175413,11,12,0,12,6,1,1,0,0,45,0,0,0,1
60,1,173960,12,13,0,10,1,0,1,0,0,42,0,0,1,0
21,1,205759,8,9,0,6,3,0,0,0,0,40,0,0,0,1
57,6,425161,13,14,1,12,0,0,0,15024,0,40,0,1,0,0
41,1,220531,14,15,1,10,0,0,0,0,0,60,0,1,0,0
50,1,176609,9,10,0,8,1,0,0,0,0,45,0,0,0,0
25,1,371987,12,13,0,4,1,0,1,0,0,40,0,0,0,1
50,1,193884,3,4,1,3,0,0,0,0,0,40,4,0,0,0
36,1,200352,12,13,1,10,0,0,0,0,0,45,0,0,0,0
31,1,127595,8,9,0,10,1,0,1,0,0,40,0,0,0,1
29,4,220419,12,13,0,11,1,0,0,0,0,56,0,0,0,1
21,1,231931,9,10,0,12,3,0,0,0,0,45,0,0,0,1
27,1,248402,12,13,0,13,6,1,1,0,0,40,0,0,0,1
65,1,111095,8,9,1,14,0,0,0,0,0,16,0,0,1,0
37,2,57424,12,13,0,12,1,0,1,0,0,60,0,0,0,0
39,0,157443,13,14,1,0,5,1,1,3464,0,40,5,0,0,0
24,1,278130,8,9,0,3,3,0,0,0,0,40,0,0,0,1
38,1,169469,8,9,0,12,1,0,0,0,0,80,0,0,0,0
48,1,146268,12,13,1,1,0,0,0,7688,0,40,0,1,0,0
21,1,153718,9,10,0,8,1,1,1,0,0,25,0,0,0,1
31,1,217460,8,9,1,14,0,0,0,0,0,45,0,1,0,1
55,1,238638,8,9,1,12,0,0,0,4386,0,40,0,1,0,0
24,1,303296,9,10,1,1,5,1,1,0,0,40,3,0,0,1
43,1,173321,8,9,0,1,1,0,1,0,0,40,0,0,0,0
26,1,193945,11,12,0,13,1,0,0,0,0,45,0,0,0,1
46,1,83082,11,12,0,10,1,0,1,0,0,33,0,0,0,0
35,1,193815,11,12,1,1,0,0,0,0,0,40,0,1,0,0
41,2,34987,9,10,1,5,0,0,0,0,0,54,0,1,0,0
26,1,59306,12,13,0,12,1,0,0,0,0,40,0,0,0,1
34,1,142897,13,14,1,4,0,1,0,7298,0,35,3,1,0,1
19,0,860348,9,10,0,0,3,1,1,0,0,25,0,0,0,1
36,3,205607,12,13,0,10,1,1,1,0,0,40,0,1,0,0
22,1,199698,9,10,0,12,3,0,0,0,0,15,0,0,0,1
24,1,191954,9,10,0,7,1,0,0,0,0,40,0,0,0,1
77,3,138714,9,10,1,12,0,0,0,0,0,40,0,0,1,0
22,1,399087,2,3,1,7,2,0,1,0,0,40,4,0,0,1
29,1,423158,9,10,0,13,1,0,1,0,0,40,0,0,0,1
62,1,159841,8,9,0,8,1,0,1,0,0,24,0,0,1,0
39,3,174308,8,9,1,4,0,0,0,0,0,40,0,0,0,0
43,1,50356,9,10,1,3,0,0,0,0,1485,50,0,0,0,0
35,1,186110,8,9,0,14,1,0,0,0,0,45,0,0,0,0
29,1,200381,6,7,0,4,1,0,1,0,0,40,0,0,0,1
76,3,174309,13,14,1,3,0,0,0,0,0,10,0,0,1,0
63,3,78383,8,9,1,5,0,0,0,0,0,45,0,0,1,0
23,0,211601,10,11,0,0,3,1,1,0,0,15,0,0,0,1
43,1,187728,9,10,1,10,5,0,1,0,1887,50,0,1,0,0
58,3,321171,8,9,1,6,0,0,0,0,0,40,0,0,0,0
66,1,127921,8,9,0,14,1,0,0,2050,0,55,0,0,1,0
41,1,206565,9,10,0,3,1,1,0,0,0,45,0,0,0,0
26,1,224563,12,13,0,1,1,0,0,0,0,40,0,0,0,1
47,1,178686,10,11,0,8,1,0,0,0,0,40,0,0,0,0
55,4,98545,5,6,1,1,0,0,0,0,0,40,0,0,0,0
53,1,242606,8,9,1,14,0,0,0,0,0,40,0,0,0,0
17,1,270942,2,3,0,8,2,0,0,0,0,48,4,0,0,1
30,1,94235,8,9,0,3,2,0,0,0,0,40,0,0,0,1
49,1,71195,13,14,0,10,1,0,0,0,0,60,0,0,0,0
19,1,104112,8,9,0,12,6,1,0,0,0,30,4,0,0,1
45,1,261192,8,9,1,8,0,1,0,0,0,40,0,0,0,0
26,1,94936,11,12,0,12,1,0,0,0,0,40,0,0,0,1
38,1,296478,10,11,1,3,0,0,0,7298,0,40,0,1,0,0
36,5,119272,8,9,1,11,0,0,0,7298,0,40,0,1,0,0
33,1,85043,8,9,0,5,1,0,0,0,0,20,0,0,0,1
22,5,293364,9,10,0,11,3,1,1,0,0,40,0,0,0,1
43,3,241895,12,13,0,12,1,0,0,0,0,42,0,0,0,0
67,0,36135,6,7,1,0,0,0,0,0,0,8,0,0,1,0
30,0,151989,10,11,0,0,6,0,1,0,0,40,0,0,0,1
56,1,101128,11,12,1,8,1,0,0,0,0,25,3,0,0,0
31,1,156464,12,13,0,10,3,0,0,0,0,25,0,0,0,1
33,1,117963,12,13,1,4,0,0,0,0,0,40,0,1,0,1
26,1,192262,8,9,1,8,0,0,0,0,0,40,0,0,0,1
33,1,111363,12,13,1,4,0,0,0,0,0,40,0,1,0,1
46,4,329752,6,7,1,14,0,0,0,0,0,30,0,0,0,0
59,0,372020,12,13,1,0,0,0,0,0,0,40,0,1,0,0
38,6,95432,8,9,1,1,0,0,0,0,0,40,0,1,0,0
65,1,161400,6,7,0,8,6,1,0,0,0,40,0,0,1,0
40,1,96129,10,11,1,13,0,0,0,0,0,40,0,1,0,0
42,1,111949,8,9,1,1,5,0,1,0,0,35,0,0,0,0
26,3,117125,4,5,1,3,0,0,0,0,0,40,1,0,0,1
36,1,348022,5,6,1,8,5,0,1,0,0,24,0,0,0,0
